담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제6조,확인 필요,자원의 절약과 재활용촉진에 관한 법률 시행규칙 시행령,,법령미해결,"「자원의 절약과 재활용촉진에 관한 법률 시행규칙 시행령」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제6조 인용 정비",—,—
위생자원과,군포시 자원의 절약과 재활용촉진에 관한 조례,2017-04-01,제6조,검토 필요,자원의 절약과 재활용촉진에 관한 법률,제41조,내용변경,「자원의 절약과 재활용촉진에 관한 법률」 제41조 개정 내용을 반영하여 이 조례 제6조를 검토·정비,2015-01-20,2025-11-11
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제2조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이 현행 「순환경제사회 전환 촉진법」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제6조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이 현행 「순환경제사회 전환 촉진법」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제8조,검토 필요,자원순환기본법,,제명변경,인용한 「자원순환기본법」이 현행 「순환경제사회 전환 촉진법」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
위생자원과,군포시 자원순환 기본 조례,2021-07-01,제8조,검토 필요,지방공기업법,제49조,내용변경,「지방공기업법」 제49조 개정 내용을 반영하여 이 조례 제8조를 검토·정비,2017-07-26,2025-04-01
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제2조,검토 필요,폐기물관리법,제2조,내용변경,「폐기물관리법」 제2조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2017-01-17,2025-10-01
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제11조,검토 필요,폐기물관리법 시행령,제7조,내용변경,「폐기물관리법 시행령」 제7조 개정 내용을 반영하여 이 조례 제11조를 검토·정비,2017-10-17,2025-10-01
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제14조,서식 정정,폐기물관리법,제8조,서식,"(서식만 정비) ""폐기물관리법 제8조""를 ""「폐기물관리법」 제8조""로 정정 — 내용 변경은 없음 (이 조례 제14조)",2021-01-05,2021-01-05
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제14조,서식 정정,폐기물관리법,제8조,서식,"(서식만 정비) ""폐기물관리법 제8조""를 ""「폐기물관리법」 제8조""로 정정 — 내용 변경은 없음 (이 조례 제14조)",2021-01-05,2021-01-05
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제18조,서식 정정,국가표준기본법,제23조,서식,"(서식만 정비) ""국가표준기본법 제23조""를 ""「국가표준기본법」 제23조""로 정정 — 내용 변경은 없음 (이 조례 제18조)",2016-01-06,2016-01-06
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제25조,검토 필요,폐기물관리법,제68조,내용변경,「폐기물관리법」 제68조 개정 내용을 반영하여 이 조례 제25조를 검토·정비,2019-11-26,2025-10-01
위생자원과,군포시 폐기물 관리에 관한 조례,2023-05-01,제25조,검토 필요,폐기물관리법 시행령,제38조,내용변경,「폐기물관리법 시행령」 제38조 개정 내용을 반영하여 이 조례 제25조를 검토·정비,2011-09-07,2025-10-01
위생자원과,군포시 위생업소 등 지원에 관한 조례,2021-01-15,제2조,검토 필요,식품위생법 시행령,제21조,내용변경,「식품위생법 시행령」 제21조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2017-12-12,2024-05-14
위생자원과,군포시 위생업소 등 지원에 관한 조례,2021-01-15,제2조,검토 필요,식품위생법,제59조,내용변경,「식품위생법」 제59조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2018-12-11,2022-06-10
위생자원과,군포시 폐기물처리시설 특별회계 설치 및 운영 조례,2023-09-27,제1조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제4조,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제4조 개정 내용을 반영하여 이 조례 제1조를 검토·정비,2020-12-08,2023-12-19
위생자원과,군포시 폐기물처리시설 특별회계 설치 및 운영 조례,2023-09-27,제3조,검토 필요,폐기물관리법,제2조,내용변경,「폐기물관리법」 제2조 개정 내용을 반영하여 이 조례 제3조를 검토·정비,2017-01-17,2025-10-01
위생자원과,군포시 환경관리소 운영 및 관리 조례,2020-09-29,제6조,확인 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령 시행규칙,,법령미해결,"「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령 시행규칙」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제6조 인용 정비",—,—
위생자원과,군포시 환경관리소 운영 및 관리 조례,2020-09-29,제6조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제35조,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제35조 개정 내용을 반영하여 이 조례 제6조를 검토·정비,2014-12-30,2025-10-01
위생자원과,군포시 폐기물 관리에 관한 조례 시행규칙,2023-05-01,제4조,검토 필요,건설폐기물의 재활용 촉진에 관한 법률,제13조의2,내용변경,「건설폐기물의 재활용 촉진에 관한 법률」 제13조의2 개정 내용을 반영하여 이 조례 제4조를 검토·정비,2020-05-26,2025-10-01
위생자원과,군포시 폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 조례,2023-07-04,제7조,검토 필요,폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령,제27조,내용변경,「폐기물처리시설 설치촉진 및 주변지역지원 등에 관한 법률 시행령」 제27조 개정 내용을 반영하여 이 조례 제7조를 검토·정비,2020-12-08,2025-10-01
위생자원과,군포시 장사시설의 설치 및 관리에 관한 조례,2024-01-08,제5조,확인 필요,화성 함백산추모공원 설치 및 관리ㆍ운영 조례 시행령,,법령미해결,"「화성 함백산추모공원 설치 및 관리ㆍ운영 조례 시행령」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제5조 인용 정비",—,—
위생자원과,군포시 식품진흥기금 설치 및 운용 조례 시행규칙,2018-10-08,제2조,서식 정정,식품위생법,제65조,서식,"(서식만 정비) ""식품위생법 제65조""를 ""「식품위생법」 제65조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2011-08-04,2011-08-04
위생자원과,군포시 식품진흥기금 설치 및 운용 조례 시행규칙,2018-10-08,제2조,서식 정정,식품위생법시행령,제39조,서식,"(서식만 정비) ""식품위생법시행령 제39조""를 ""「식품위생법시행령」 제39조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2018-06-20,2025-10-01
위생자원과,군포시 식품진흥기금 설치 및 운용 조례 시행규칙,2018-10-08,제9조,서식 정정,식품위생법,제65조,서식,"(서식만 정비) ""식품위생법 제65조""를 ""「식품위생법」 제65조""로 정정 — 내용 변경은 없음 (이 조례 제9조)",2011-08-04,2011-08-04
위생자원과,군포시 재활용품 수집인 지원에 관한 조례,2025-03-17,제5조,서식 정정,장애인복지법,제2조,서식,"(서식만 정비) ""장애인복지법 제2조""를 ""「장애인복지법」 제2조""로 정정 — 내용 변경은 없음 (이 조례 제5조)",2020-12-29,2020-12-29
위생자원과,군포시 재활용품 수집인 지원에 관한 조례,2025-03-17,제5조,서식 정정,국민기초생활보장법,제2조,서식,"(서식만 정비) ""국민기초생활보장법 제2조""를 ""「국민기초생활보장법」 제2조""로 정정 — 내용 변경은 없음 (이 조례 제5조)",2014-12-30,2014-12-30

※ 자동 분석 초안 — 누락·오탐이 있을 수 있음. 정비 여부는 담당자가 조례 원문과 현행 법령을 직접 확인해 최종 판단하시기 바랍니다.
