담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제1조,서식 정정,도시교통정비촉진법,제49조,서식,"(서식만 정비) ""도시교통정비촉진법 제49조""를 ""「도시교통정비촉진법」 제49조""로 정정 — 내용 변경은 없음 (이 조례 제1조)",2019-08-27,2019-08-27
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제1조,서식 정정,주차장법,제21조의2,서식,"(서식만 정비) ""주차장법 제21조의2""를 ""「주차장법」 제21조의2""로 정정 — 내용 변경은 없음 (이 조례 제1조)",2021-01-12,2021-01-12
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제9조,서식,"(서식만 정비) ""주차장법 제9조""를 ""「주차장법」 제9조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2016-01-19,2016-01-19
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제14조,서식,"(서식만 정비) ""주차장법 제14조""를 ""「주차장법」 제14조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2016-01-19,2016-01-19
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제8조,서식,"(서식만 정비) ""주차장법 제8조""를 ""「주차장법」 제8조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2022-06-08,2025-12-02
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제13조,서식,"(서식만 정비) ""주차장법 제13조""를 ""「주차장법」 제13조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2022-06-08,2025-12-02
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제24조의2,서식,"(서식만 정비) ""주차장법 제24조의2""를 ""「주차장법」 제24조의2""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2022-06-08,2025-12-02
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,주차장법,제19조,서식,"(서식만 정비) ""주차장법 제19조""를 ""「주차장법」 제19조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2023-08-16,2025-01-31
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,주차장법,제30조,내용변경,「주차장법」 제30조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비 (덧붙여 「주차장법」처럼 꺽쇠 서식으로 정정),2023-08-16,2024-03-19
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,도로교통법,제160조,내용변경,「도로교통법」 제160조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비 (덧붙여 「도로교통법」처럼 꺽쇠 서식으로 정정),2022-01-11,2025-01-07
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,도로교통법,제35조,서식,"(서식만 정비) ""도로교통법 제35조""를 ""「도로교통법」 제35조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2023-04-04,2026-07-01
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,서식 정정,도시교통정비촉진법,제36조,서식,"(서식만 정비) ""도시교통정비촉진법 제36조""를 ""「도시교통정비촉진법」 제36조""로 정정 — 내용 변경은 없음 (이 조례 제2조)",2014-05-21,2014-05-21
차량관리과,군포시 교통사업 특별회계 설치 조례,2023-09-27,제2조,검토 필요,지방세법,제112조,내용변경,「지방세법」 제112조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2020-12-29,2025-12-31
차량관리과,군포시 주차장 설치 및 관리 조례,2025-01-01,제21조,검토 필요,주차장법,제10조,내용변경,「주차장법」 제10조 개정 내용을 반영하여 이 조례 제21조을(를) 검토·정비,2024-01-09,2025-01-31
차량관리과,군포시 주차장 설치 및 관리 조례,2025-01-01,제25조,검토 필요,주차장법,제19조의5,내용변경,「주차장법」 제19조의5 개정 내용을 반영하여 이 조례 제25조을(를) 검토·정비,2018-08-14,2018-08-14
차량관리과,군포시 자동차관리사업 모범사업자 지정 등에 관한 조례,2015-10-12,제1조,검토 필요,자동차관리법 시행규칙,제117조의2,내용변경,「자동차관리법 시행규칙」 제117조의2 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2013-09-06,2025-04-28
차량관리과,군포시 자동차정비업 지원 조례,2025-10-10,제5조,검토 필요,비영리단체 지원법,,제명변경,인용한 「비영리단체 지원법」이(가) 현행 「비영리민간단체 지원법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
