담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
기업정책과,군포시 가스사업 등의 허가기준에 관한 조례,2015-10-12,제1조,검토 필요,고압가스안전관리법 시행령,제3조,내용변경,「고압가스안전관리법 시행령」 제3조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2013-03-23,2025-10-01
기업정책과,군포시 가스사업 등의 허가기준에 관한 조례,2015-10-12,제1조,검토 필요,액화석유가스의 안전관리 및 사업법,제6조,내용변경,「액화석유가스의 안전관리 및 사업법」 제6조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,원제정,2025-10-01
기업정책과,군포시 가스사업 등의 허가기준에 관한 조례,2015-10-12,제2조,검토 필요,고압가스안전관리법,제4조,내용변경,「고압가스안전관리법」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2014-01-21,2025-10-01
기업정책과,군포시 가스사업 등의 허가기준에 관한 조례,2015-10-12,제2조,검토 필요,액화석유가스의 안전관리 및 사업법,제5조,내용변경,「액화석유가스의 안전관리 및 사업법」 제5조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,원제정,2025-10-01
기업정책과,군포시 중소기업 육성자금 지원 조례,2020-09-29,제1조,검토 필요,중소기업기본법,제3조,내용변경,「중소기업기본법」 제3조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2011-07-25,2025-12-30
기업정책과,군포시 중소기업 육성자금 지원 조례,2020-09-29,제2조,검토 필요,중소기업기본법,제2조,내용변경,「중소기업기본법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2019-12-10,2024-02-20
기업정책과,군포시 중소기업 육성자금 지원 조례,2020-09-29,제2조,검토 필요,산업집적활성화 및 공장 설립에 관한 법률,제16조,내용변경,「산업집적활성화 및 공장 설립에 관한 법률」 제16조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2020-03-31,2026-03-10
기업정책과,군포시 중소기업 육성자금 지원 조례,2020-09-29,제13조,검토 필요,산업집적활성화 및 공장 설립에 관한 법률,제28조의2,내용변경,「산업집적활성화 및 공장 설립에 관한 법률」 제28조의2 개정 내용을 반영하여 이 조례 제13조을(를) 검토·정비,2019-12-10,2025-10-01
기업정책과,군포시 에너지 기본 조례,2024-05-15,제2조,확인 필요,저탄소 녹색성장 기본법,,법령미해결,"「저탄소 녹색성장 기본법」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제2조 인용 정비",—,—
기업정책과,군포시 에너지 기본 조례,2024-05-15,제2조,검토 필요,에너지이용 합리화법,제22조,내용변경,「에너지이용 합리화법」 제22조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2013-07-30,2025-10-01
기업정책과,군포시 에너지 기본 조례,2024-05-15,제7조,검토 필요,집단에너지사업법,제5조,내용변경,「집단에너지사업법」 제5조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비,2016-01-06,2025-10-01
기업정책과,군포시 에너지 기본 조례,2024-05-15,제9조,검토 필요,에너지이용 합리화법,제28조,내용변경,「에너지이용 합리화법」 제28조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비,2013-03-23,2025-10-01
기업정책과,군포시 노동종합복지관 설치 및 운영 조례,2021-09-30,제10조,검토 필요,고엽제후유의증 등 환자지원 및 단체설립에 관한 법률,제8조의3,내용변경,「고엽제후유의증 등 환자지원 및 단체설립에 관한 법률」 제8조의3 개정 내용을 반영하여 이 조례 제10조을(를) 검토·정비,원제정,2023-03-04
기업정책과,군포시 노동종합복지관 설치 및 운영 조례,2021-09-30,제10조,검토 필요,특수임무유공자 예우 및 단체설립에 관한 법률 시행령,제58조,내용변경,「특수임무유공자 예우 및 단체설립에 관한 법률 시행령」 제58조 개정 내용을 반영하여 이 조례 제10조을(를) 검토·정비,2012-01-26,2023-05-23
기업정책과,군포시 생활임금 조례,2023-05-01,제2조,검토 필요,지방공기업법,제76조,내용변경,「지방공기업법」 제76조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2020-06-09,2023-06-13
기업정책과,군포시 수소산업 육성 및 지원에 관한 조례,2024-01-08,제2조,검토 필요,수소경제 육성 및 수소 안전관리에 관한 법률,제22조,내용변경,「수소경제 육성 및 수소 안전관리에 관한 법률」 제22조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,원제정,2025-10-01
기업정책과,군포시 중소기업 육성자금 지원 조례 시행규칙,2020-09-29,제9조,검토 필요,중소기업기본법 시행령,제3조,내용변경,「중소기업기본법 시행령」 제3조 개정 내용을 반영하여 이 조례 제9조을(를) 검토·정비,2019-02-12,2021-06-08
기업정책과,군포시 필수노동자 보호 및 지원에 관한 조례,2023-05-01,제2조,검토 필요,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2021-06-08,2025-01-07
기업정책과,군포시 산업재해 예방 및 노동안전보건 지원 조례,2025-01-07,제7조,서식 정정,산업안전보건법,제77조,서식,"(서식만 정비) ""산업안전보건법 제77조""를 ""「산업안전보건법」 제77조""로 정정 — 내용 변경은 없음 (이 조례 제7조)",2020-05-26,2020-05-26
