담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
노인장애인과,군포시립노인요양센터 설치 및 운영 조례,2017-07-11,제14조,실질 검토,보조금의 예산 및 관리에 관한 법률,,제명변경,인용한 「보조금의 예산 및 관리에 관한 법률」이(가) 현행 「보조금 관리에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
노인장애인과,군포시립노인요양센터 설치 및 운영 조례,2017-07-11,제15조,실질 검토,요양보험법,,제명변경,인용한 「요양보험법」이(가) 현행 「노인장기요양보험법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
노인장애인과,군포시 발달장애인 지원에 관한 조례,2018-03-13,제7조,실질 검토,장애인복지법,제35조,내용변경,「장애인복지법」 제35조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비,원제정,2019-12-03
노인장애인과,군포시 발달장애인 지원에 관한 조례,2018-03-13,제7조,실질 검토,발달장애인 권리보장 및 지원에 관한 법률,제18조,내용변경,「발달장애인 권리보장 및 지원에 관한 법률」 제18조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비,원제정,2022-06-10
노인장애인과,군포시 발달장애인 지원에 관한 조례,2018-03-13,제19조,실질 검토,장애인복지법,제58조,내용변경,「장애인복지법」 제58조 개정 내용을 반영하여 이 조례 제19조을(를) 검토·정비,2011-03-30,2024-01-02
노인장애인과,군포시 중증장애인 자립생활 지원 조례,2018-01-05,제2조,실질 검토,장애인고용촉진 및 직업재활법,제2조,내용변경,「장애인고용촉진 및 직업재활법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2010-06-04,2021-08-17
노인장애인과,군포시 중증장애인 자립생활 지원 조례,2018-01-05,제2조,실질 검토,장애인복지법,제55조,내용변경,「장애인복지법」 제55조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2017-12-19,2021-12-21
노인장애인과,군포시 중증장애인 자립생활 지원 조례,2018-01-05,제17조,실질 검토,장애인복지법,제55조,내용변경,「장애인복지법」 제55조 개정 내용을 반영하여 이 조례 제17조을(를) 검토·정비,2017-12-19,2021-12-21
노인장애인과,군포시 장애인복지시설 운영 조례,2017-07-11,제1조,실질 검토,사회복지사업법,제34조,내용변경,「사회복지사업법」 제34조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2016-02-03,2019-01-15
노인장애인과,군포시 장애인복지시설 운영 조례,2017-07-11,제1조,실질 검토,장애인복지법,제59조,내용변경,「장애인복지법」 제59조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2011-03-30,2019-01-15
노인장애인과,군포시 공공시설 내 최적의 장애인관람석 지정설치ㆍ운영조례,2005-06-03,제2조,실질 검토,장애인복지법,제2조,내용변경,「장애인복지법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,원제정,2020-12-29
노인장애인과,군포시 노인복지문화 지원 조례,2025-10-10,제29조,실질 검토,5·18 민주유공자예우에 관한 법률,,제명변경,인용한 「5·18 민주유공자예우에 관한 법률」이(가) 현행 「5ㆍ18민주유공자예우 및 단체설립에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
노인장애인과,군포시 장애인ㆍ노인등 전동보조기기 보험 가입 및 지원 조례,2023-12-12,제2조,실질 검토,장애인복지법,제32조,내용변경,「장애인복지법」 제32조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2017-12-19,2025-04-22
노인장애인과,군포시 장애인가족 지원 조례,2021-12-06,제6조,실질 검토,장애아동 복지지원법,제9조,내용변경,「장애아동 복지지원법」 제9조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비,2020-12-29,2024-12-20
노인장애인과,군포시 장애인전용주차구역 관리에 관한 조례,2017-04-01,제3조,실질 검토,장애인·노인·임산부등의 편의증진 보장에 관한 법률,제17조,내용변경,「장애인·노인·임산부등의 편의증진 보장에 관한 법률」 제17조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비,원제정,2023-03-04
노인장애인과,군포시 장애인 등의 편의시설 사전 점검에 관한 조례,2016-12-12,제2조,확인,장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률 (이하 “법”이라 한다),,법령미해결,「장애인ㆍ노인ㆍ임산부 등의 편의증진 보장에 관한 법률 (이하 “법”이라 한다)」 제명변경·폐지 여부를 확인하고 이 조례 제2조의 인용 법령명을 정정,—,—
