담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,실질 검토,아동복지법,제52조,내용변경,「아동복지법」 제52조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2021-12-21,2025-04-01
안전총괄과,군포시 안전취약계층 이용건물의 화재예방 안전시설 지원 조례,2023-03-16,제2조,실질 검토,한부모가족지원법,제19조,내용변경,「한부모가족지원법」 제19조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2018-01-16,2023-04-11
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제2조,실질 검토,어린이제품 안전 특별법,제2조,내용변경,「어린이제품 안전 특별법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,원제정,2025-10-01
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,실질 검토,어린이놀이시설 안전관리법,제12조,내용변경,「어린이놀이시설 안전관리법」 제12조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비,원제정,2026-02-27
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,실질 검토,어린이놀이시설 안전관리법,제15조,내용변경,「어린이놀이시설 안전관리법」 제15조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비,원제정,2026-02-27
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,실질 검토,어린이놀이시설 안전관리법,제20조,내용변경,「어린이놀이시설 안전관리법」 제20조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비,2014-12-30,2017-07-26
안전총괄과,군포시 어린이놀이시설 안전관리에 관한 조례,2015-12-09,제6조,실질 검토,어린이놀이시설 안전관리법,제22조,내용변경,「어린이놀이시설 안전관리법」 제22조 개정 내용을 반영하여 이 조례 제6조을(를) 검토·정비,2011-05-30,2026-02-27
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제8조,실질 검토,재난 및 안전관리 기본법,제34조의5,내용변경,「재난 및 안전관리 기본법」 제34조의5 개정 내용을 반영하여 이 조례 제8조을(를) 검토·정비,2017-07-26,2023-12-26
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제21조,실질 검토,재난 및 안전관리 기본법,제38조의2,내용변경,「재난 및 안전관리 기본법」 제38조의2 개정 내용을 반영하여 이 조례 제21조을(를) 검토·정비,2017-07-26,2023-12-26
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,실질 검토,수상에서의 수색ㆍ구조 등에 관한 법률,제7조,내용변경,「수상에서의 수색ㆍ구조 등에 관한 법률」 제7조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비,2017-07-26,2021-04-13
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,실질 검토,재난 및 안전관리 기본법,제14조,내용변경,「재난 및 안전관리 기본법」 제14조 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비,2017-07-26,2023-12-26
안전총괄과,군포시 재난안전대책본부 구성ㆍ운영 조례,2019-04-18,제23조,실질 검토,재난 및 안전관리 기본법,제15조의2,내용변경,「재난 및 안전관리 기본법」 제15조의2 개정 내용을 반영하여 이 조례 제23조을(를) 검토·정비,2014-12-30,2023-12-26
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,실질 검토,의료법,,제명변경,인용한 「의료법」이(가) 현행 「공공보건의료에 관한 법률」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,실질 검토,재난 및 안전관리 기본법,제4조,내용변경,「재난 및 안전관리 기본법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2019-12-03,2024-01-16
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,실질 검토,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2020-06-09,2025-10-01
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,실질 검토,노인복지법,제31조,내용변경,「노인복지법」 제31조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2017-03-14,2023-10-31
안전총괄과,군포시 화재대피용 방연마스크 비치 및 지원에 관한 조례,2020-09-29,제1조,실질 검토,장애인복지법,제58조,내용변경,「장애인복지법」 제58조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2011-03-30,2024-01-02
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제1조,실질 검토,재난 및 안전관리 기본법,제66조,내용변경,「재난 및 안전관리 기본법」 제66조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2020-08-18,2025-05-27
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제2조,실질 검토,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2021-06-08,2025-01-07
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제2조,실질 검토,재난 및 안전관리 기본법,제60조,내용변경,「재난 및 안전관리 기본법」 제60조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,원제정,2025-04-01
안전총괄과,군포시 사회재난 구호 및 복구 지원에 관한 조례,2021-09-30,제4조,실질 검토,사회재난 구호 및 복구 비용 부담기준 등에 관한 규정,제3조,내용변경,「사회재난 구호 및 복구 비용 부담기준 등에 관한 규정」 제3조 개정 내용을 반영하여 이 조례 제4조을(를) 검토·정비,2021-09-14,2025-11-27
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,실질 검토,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2023-05-16,2025-01-07
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,실질 검토,영유아보육법,제2조,내용변경,「영유아보육법」 제2조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2023-08-08,2024-02-06
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,실질 검토,노인복지법,제31조,내용변경,「노인복지법」 제31조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2017-03-14,2023-10-31
안전총괄과,군포시 재난 예보ㆍ경보시스템 구축 및 운영에 관한 조례,2023-09-27,제2조,실질 검토,공공기관의 운영에 관한 법률,제4조,내용변경,「공공기관의 운영에 관한 법률」 제4조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2020-06-09,2025-10-01
안전총괄과,군포시 시민안전보험 가입 및 운영 조례,2021-09-30,제1조,실질 검토,재난 및 안전관리 기본법,제4조,내용변경,「재난 및 안전관리 기본법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2019-12-03,2024-01-16
안전총괄과,군포시 시민안전보험 가입 및 운영 조례,2021-09-30,제2조,실질 검토,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2021-06-08,2025-01-07
안전총괄과,군포시 자연재난 피해 예방ㆍ지원에 관한 조례,2025-07-11,제2조,실질 검토,재난안전법,,제명변경,인용한 「재난안전법」이(가) 현행 「재난 및 안전관리 기본법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
안전총괄과,군포시 자연재난 피해 예방ㆍ지원에 관한 조례,2025-07-11,제3조,실질 검토,재난안전법,,제명변경,인용한 「재난안전법」이(가) 현행 「재난 및 안전관리 기본법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
안전총괄과,군포시 재해영향평가심의위원회 구성 및 운영 규칙,2019-12-31,제1조,실질 검토,자연재해대책법,제4조,내용변경,「자연재해대책법」 제4조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2017-10-24,2024-01-30
안전총괄과,군포시 재해영향평가심의위원회 구성 및 운영 규칙,2019-12-31,제1조,실질 검토,자연재해대책법 시행령,제73조,내용변경,「자연재해대책법 시행령」 제73조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2018-12-31,2024-02-06
안전총괄과,군포시 지진피해 시설물 위험도 평가단 구성 및 운영에 관한 조례,2018-04-20,제1조,실질 검토,지진ㆍ화산재해대책법,제21조,내용변경,「지진ㆍ화산재해대책법」 제21조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2013-08-06,2019-12-03
안전총괄과,군포시 지진피해 시설물 위험도 평가단 구성 및 운영에 관한 조례,2018-04-20,제7조,실질 검토,실내공기질 관리법,제3조,내용변경,「실내공기질 관리법」 제3조 개정 내용을 반영하여 이 조례 제7조을(를) 검토·정비,2016-03-29,2021-12-07
안전총괄과,군포시 풍수해 피해주민 지원 조례,2022-12-14,제2조,실질 검토,풍수해보험법,,제명변경,인용한 「풍수해보험법」이(가) 현행 「풍수해ㆍ지진재해보험법」(으)로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
안전총괄과,군포시 풍수해 피해주민 지원 조례,2022-12-14,제5조,실질 검토,주택법,제2조,,「주택법」 제2조 변경 사항을 검토하여 이 조례 제5조 정비,2021-12-21,2023-12-26
안전총괄과,군포시 노후기반시설 조기교체 성능개선 촉진 조례,2020-03-16,제5조,실질 검토,시설물의 안전 및 유지관리에 관한 특별법,제6조,내용변경,「시설물의 안전 및 유지관리에 관한 특별법」 제6조 개정 내용을 반영하여 이 조례 제5조을(를) 검토·정비,원제정,2024-12-03
안전총괄과,군포시 안전관리위원회 운영 조례,2020-03-16,제1조,실질 검토,재난 및 안전관리 기본법,제11조,내용변경,「재난 및 안전관리 기본법」 제11조 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2015-07-24,2024-01-16
안전총괄과,군포시 안전관리자문단 구성 및 운영에 관한 조례,2023-05-01,제3조,실질 검토,재난 및 안전관리 기본법 시행령,제40조,내용변경,「재난 및 안전관리 기본법 시행령」 제40조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비,2021-03-30,2024-07-23
안전총괄과,군포시 안전보안관 운영 조례,2023-09-27,제1조,실질 검토,재난 및 안전관리 기본법,제66조의4,내용변경,「재난 및 안전관리 기본법」 제66조의4 개정 내용을 반영하여 이 조례 제1조을(를) 검토·정비,2019-12-03,2024-01-16
안전총괄과,군포시 자연재해 원인 조사ㆍ분석ㆍ평가 협의회 구성 및 운영에 관한 조례,2020-09-29,제3조,실질 검토,재난 및 안전관리 기본법,제60조,내용변경,「재난 및 안전관리 기본법」 제60조 개정 내용을 반영하여 이 조례 제3조을(를) 검토·정비,원제정,2025-04-01
안전총괄과,군포시 재난기본소득 및 재난지원금 지급 조례,2023-07-04,제2조,실질 검토,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2023-05-16,2025-01-07
안전총괄과,군포시 재난복구지원 군 장병 안전 확보 및 지원 조례,2024-10-02,제2조,실질 검토,재난 및 안전관리 기본법,제3조,내용변경,「재난 및 안전관리 기본법」 제3조 개정 내용을 반영하여 이 조례 제2조을(를) 검토·정비,2024-01-16,2025-01-07
안전총괄과,군포시 침수방지시설 설치 지원에 관한 조례,2023-07-04,제2조,실질 검토,주택법,제2조,,「주택법」 제2조 변경 사항을 검토하여 이 조례 제2조 정비,2023-06-07,2023-12-26
안전총괄과,군포시 자율방재단 운영 등에 관한 조례,2025-07-11,제11조,확인,민방위 교육 추진지침,,법령미해결,「민방위 교육 추진지침」 제명변경·폐지 여부를 확인하고 이 조례 제11조의 인용 법령명을 정정,—,—
