담당과,조례,조례시행일,조례조문,등급,법령,상위법조문,변경유형,행동지시,당시법령본,현행조문
보건행정과,군포시 시민건강관리 기본 조례,2018-10-08,제16조,확인 필요,건강주치의 사업 의료기관,,법령미해결,"「건강주치의 사업 의료기관」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제16조 인용 정비",—,—
보건행정과,군포시 시민건강관리 기본 조례,2018-10-08,제21조,검토 필요,국민건강증진법,제19조,내용변경,「국민건강증진법」 제19조 개정 내용을 반영하여 이 조례 제21조를 검토·정비,2017-12-30,2019-12-03
보건행정과,군포시 감염병 예방 및 관리에 관한 조례,2020-09-29,제2조,검토 필요,감염병의 예방 및 관리에 관한 법률,제2조,내용변경,「감염병의 예방 및 관리에 관한 법률」 제2조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2020-08-11,2023-08-08
보건행정과,군포시 감염병 예방 및 관리에 관한 조례,2020-09-29,제5조,검토 필요,의료법,,제명변경,인용한 「의료법」이 현행 「공공보건의료에 관한 법률」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
보건행정과,군포시 감염병 예방 및 관리에 관한 조례,2020-09-29,제12조,검토 필요,감염병의 예방 및 관리에 관한 법률,제36조,내용변경,「감염병의 예방 및 관리에 관한 법률」 제36조 개정 내용을 반영하여 이 조례 제12조를 검토·정비,2020-08-11,2023-06-13
보건행정과,군포시 정신건강복지센터 설치 및 운영 조례,2017-09-29,제1조,검토 필요,정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률,제15조,내용변경,「정신건강증진 및 정신질환자 복지서비스 지원에 관한 법률」 제15조 개정 내용을 반영하여 이 조례 제1조를 검토·정비,원제정,2024-09-20
보건행정과,군포시 정신건강복지센터 설치 및 운영 조례,2017-09-29,제1조,검토 필요,지역보건법,제11조,내용변경,「지역보건법」 제11조 개정 내용을 반영하여 이 조례 제1조를 검토·정비,2016-02-03,2019-12-03
보건행정과,군포시 정신건강복지센터 설치 및 운영 조례,2017-09-29,제18조,확인 필요,정신건강사업안내,,법령미해결,"「정신건강사업안내」 자동 매칭 실패 — 국가법령정보센터(법령·행정규칙)에서 현행 여부·명칭 확인. 중앙부처 행정규칙(훈령·예규·규정)이거나 제명변경·폐지일 수 있고, 지자체 자체 규칙이면 자치법규정보시스템(ELIS)에서 확인 — 이 조례 제18조 인용 정비",—,—
보건행정과,군포시 소아청소년과 야간ㆍ휴일 일차의료기관 지정 및 지원에 관한 조례,2025-12-10,제2조,검토 필요,관공서의 공휴일에 관한 규정,제2조,내용변경,「관공서의 공휴일에 관한 규정」 제2조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2017-10-17,2026-04-30
보건행정과,군포시 소아청소년과 야간ㆍ휴일 일차의료기관 지정 및 지원에 관한 조례,2025-12-10,제2조,검토 필요,관공서의 공휴일에 관한 규정,제3조,내용변경,「관공서의 공휴일에 관한 규정」 제3조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,2023-05-04,2026-04-30
보건행정과,군포시 보건소 지역보건의료사업의 업무대행에 관한 조례 시행규칙,2018-10-08,제2조,검토 필요,의료법,,제명변경,인용한 「의료법」이 현행 「공공보건의료에 관한 법률」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
보건행정과,군포시 장기등 및 인체조직 기증 장려에 관한 조례,2023-07-04,제2조,검토 필요,장기등 이식에 관한 법률,제14조,내용변경,「장기등 이식에 관한 법률」 제14조 개정 내용을 반영하여 이 조례 제2조를 검토·정비,원제정,2024-02-20
보건행정과,군포시 한의약 육성을 위한 조례,2022-04-25,제9조,검토 필요,한의약 육성법,제16조,내용변경,「한의약 육성법」 제16조 개정 내용을 반영하여 이 조례 제9조를 검토·정비,원제정,2023-07-18
보건행정과,군포시 희귀질환 관리 및 지원에 관한 조례,2024-12-10,제3조,검토 필요,의료법,,제명변경,인용한 「의료법」이 현행 「공공보건의료에 관한 법률」으로 제명변경(개칭·통폐합)됨 — 법령 자체가 바뀌었으니 인용 법령명을 현행화하고 관련 조문을 전면 검토. (조문번호·내용이 재편됐을 수 있어 개별 조문 비교는 생략) [개칭 아니면 인용 오기 확인],—,—
